001@Guardian of The Galaxy@Vệ Binh Dải Ngân Hà 2 xoay quanh hành trình phiêu lưu của những vệ binh đặc biệt tới với những góc khuất xa xôi của dải ngân hà. Lại một lần nữa, họ phải chiến đấu để bảo vệ cho gia đình mới của mình cũng như giải đáp được những bí mật liên quan tới người cha thất lạc của Chúa tể các vì sao Peter Quill.@https://youtu.be/kRcRVsAiE7U@https://www.cgv.vn/vn/ve-binh-dai-ngan-ha-2.html#movie-trailer@7.0@28-04-2017@Hành Động, Phiêu Lưu@Nước Ngoài@136@English@James Gunn@Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Michael Rooker, Karen Gillan, Pom Klementieff, Elizabeth Debicki, Kurt Russell@America@Vệ Binh Dải Ngân Hà 2@https://www.cgv.vn/vn/ve-binh-dai-ngan-ha-2.html#movie-trailer
Pirates of The Caribbean: Salazar Báo Thù@Salazar Báo Thù là bộ phim thứ 5 của loạt phim Cướp Biển Vùng Caribe do nam diễn viên Johnny Depp thủ vai chính, thuyền trưởng Jack Sparrow. Trong phần 5, hồn ma của thuyền trưởng Salazar trở về và dự định tiêu diệt mọi cướp biển dám đi lại trên biển, kể cả Jack Sparrow. Để sống sót, Jack Sparrow phải lên đường đi tìm cây đinh ba huyền thoại của thần biển Poseidon, một báu vật có khả năng điều khiển biển theo ý muốn của người sử dụng.@https://youtu.be/qSfoYHWlQiA@https://www.cgv.vn/vn/pirates-of-the-caribbean-salazar-bao-thu.html#movie-trailer@7.0@26-05-2017@Hành Động, Phiêu Lưu@Nước Ngoài@130@English@Joachim Rønning, Espen Sandberg@Johnny Depp, Javier Bardem, Brenton Thwaites, Kevin R. McNally, Kaya Scodelario, Golshifteh Farahani, Stephen Graham, David Wenham, Geoffrey Rush@America@Pirates of The Caribbean: Salazar Báo Thù@https://www.cgv.vn/vn/pirates-of-the-caribbean-salazar-bao-thu.html#movie-trailer
